product_url,name,price,rate,description,instructions,country
https://goldapple.ru/19000182805-les-exclusives-roseum,Les exclusives roseum,22 560,N/A,"Диффузор Roseum - это красивый декоративный предмет, эмалированной в цвет бронзы. Таким образом, предмет становится драгоценным камнем и привносит необычайный блеск в ваши интерьеры. Иланг, Жасмин, Ветивер наполнит ваш дом волной женственности и нежности. Для помещения до 25 кв. м.Время испарения 5-6 месяцев.",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Франция
https://goldapple.ru/90151200005-vanilla-blend,Black Vanilla,6 360,4.5,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.Эрез РозенЗамысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,N/A
https://goldapple.ru/19000191222-to-break,to break,11 850,4.0,"Яркая и гармоничная парфюмерная вода Mark Buxton отличается высоким содержанием серой амбры и масла амбретты – редких ингредиентов, придающих аромату чувственность и стойкость. Их дополняет оригинальное сочетание магнолии, ананаса и свежего зеленого яблока.В сердце аромата балансируют цветочная нежность ириса и пряное звучание специй. Базовые ноты мускуса и сандала делают композицию, пробуждающую жажду свободы, еще более насыщенной и многогранной.Парфюмер – Марк Бакстон.",Только для наружного применения.,Франция
https://goldapple.ru/19000161478-ama-share-your-love,AMA Share your Love,11 895,5.0,"AMA — концепция любви в её глубоком значении и разных формах. Любовь показывается через чувственность, страсть или отношение к себе. Цветочный аромат с восточными аккордами построен на контрастах, которые создают идеальную симфонию.Горная роза ямабуки, малина, лимон, палисандр раскрываются в верхних нотах. В нотах сердца проявляются турецкая роза, герань и гардения. Завершают композицию уд, ваниль, пачули, шафран, амбра и тростниковый сахар.Крышка и подставка для флакона сделаны из красного мрамора Леванто, натурального камня, который идеально подходит аромату. FreeShape — освободите душу и примерьте новый облик.",N/A,N/A
https://goldapple.ru/19760301970-portrait-of-a-lady,Portrait Of A Lady Foam Bath,10 640,N/A,"С Домиником мы познакомились в 1988 году в Roure Bertrand. Уже тогда он производил впечатление свободомыслящего человека. Его невероятное мастерство, с годами отточенное до совершенства, позволяло воплощать в жизнь любые парфюмерные причуды.Мы доверяем друг другу настолько, что порой осмеливаемся приступить к работе над ароматом, не составив точный план или не определив цель, надеясь лишь на то, что наши исследования приведут к любопытным результатам. Одно из таких парфюмерных приключений привело к созданию аромата Portrait of a Lady. Нас обоих можно назвать большими поклонниками аромата Geranium pour Monsieur.Для нас очень ценен аккорд, лежащий в основе его свежей композиции, а потому, собираясь создать современный амбровый парфюм, мы решили воспользоваться именно им. Так, в основу будущего аромата легли бензоин, мускус, сандаловое дерево и пачули. Очень скоро мы решили изменить пропорции и, исключив сандаловое дерево, увеличили содержание пачули, составлявшего теперь треть аромата, а также добавили аккорд белого мускуса, чтобы сделать композицию более женственной. Фредерик МальВанна с густой бархатистой пеной, по текстуре похожей на взбитые сливки, станет любимым ритуалом расслабления. Справиться со стрессом и настроиться на жизнерадостный лад помогает сладковатый чувственный аромат, вдохновленный одноименной амброво-цветочной композицией. В формулу средства добавили ухаживающие вещества, которые делают кожу гладкой, упругой и увлажненной.",N/A,N/A
https://goldapple.ru/19000295860-vetiver-black-cypress-bezevyj,"Vetiver & Black cypress, бежевый",2 403,N/A,"Свеча ароматическая с деревянным фитилем Vetiver & Black cypress бежевого цвета из коллекции Edge с дизайном, вдохновленным русскими традициями, отлично подойдет для домашнего декора и создания в интерьере уютной, расслабляющей атмосферы.Фактурные грани и округлая поверхность фарфорового стакана отсылают нас к образу купола – символу духовного подъема и стремления к совершенству.Экологичные материалы, такие как соевый, кокосовый воск и фитиль из натурального дерева делают свечу безопасной для здоровья и окружающей среды.При горении она не выделяет вредных соединений и не коптит. Однако, во избежание перегрева стакана, рекомендуем не зажигать ее более, чем на 4 часа.Аромат свечи ассоциируется с теплым вечером в летнем кафе, где запах свежей выпечки и кремового капучино смешивается с прохладным хвойно-цитрусовым звучанием кипарисов. Идеальный баланс свежести и сладости вызывает приятное ощущение уюта и домашнего тепла. Ароматическая композиция понравится поклонникам селективной парфюмерии и гурманики.Размеры свечи: 8х8,5 см.Время горения: 60 часов.","-Регулярно подрезать фитиль, чтобы его высота не превышала 6-8 мм. Благодаря этому пламя будет ярким и ровным.-Не оставлять свечу на ветру или сквозняке – это может привести к неравномерному горению и, как следствие, – к образованию сильных подтеков.-Зажигать свечу, предварительно расположив ее на подсвечнике, если она идет без специального стакана.-Не оставлять горящую свечу без присмотра.-Использовать вдали от легковоспламеняющихся материалов.-Беречь от детей и домашних животных.",Россия
https://goldapple.ru/83800100004-rose-magnetic,ROSE MAGNETIC,2 810,4.6,"Парфюмер – Sophie Labbé. «Я представляла дуэт эфирного масла розы и абсолюта турецкой розы. Сочетание, дополненное тонкой и чарующей базовой нотой мускуса, отражает многогранность и чувственность легендарного цветка».
В игривом, пленительном и современном аромате Rose Magnetic отражены все грани самого чувственного из цветов. С его яркой женственностью контрастируют ноты грейпфрута и свежей мяты. Личи, кедр, мускус и ваниль усиливают гипнотическую притягательность композиции, основа которой – турецкая роза. 
Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Компания улучшает условия выращивания роз в Турции и помогает местным общинам получать более высокий и стабильный доход.",N/A,N/A
https://goldapple.ru/32110200005-moschino-toy2,TOY2,4 025,4.7,"Культовый аромат от Moschino в виде плюшевого мишки возвращается!
Второй эксклюзивный запуск, на этот раз – в стеклянном флаконе. Искрящуюся бодрость мандарина и яблока сорта «Гренни Смит» 
сопровождают нежные цветочные ноты магнолии, раскрывая свежий, игривый аромат. Чистая и утонченная нота лепестков жасмина усиливается бархатистым звучанием пиона и хрустящей свежестью белой смородины. Древесные ноты амбры и сандала добавляют невероятную чувственность, в то время как акцент кристаллического мускуса наполняет аромат нежностью и сиянием.",N/A,N/A
https://goldapple.ru/19000182775-arabian-nights,Arabian nights,23 760,N/A,"Стекло диффузора для дома Arabian Nights  украшенное черно-золотой шелкографией, изысканной утонченностью напоминает дворцы Ближнего Востока. Шафран, уд и ладан наполнит ваш дом древесным ароматом. Для помещения до 25 кв. м.Время испарения 5-6 месяцев.",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Франция
https://goldapple.ru/19000048456-bois-enchante,Bois Enchante,14 448,5.0,"Аромат Bois  Enchanté  («Волшебный  лес») будто переносит в сказку Шарля Перро или в фантастические декорации Жана Кокто. Атмосфера сказочного леса навеяна садами знаменитых замков Луары и цветочных полей Прованса.
Начальный аккорд – спелые фрукты, напоминающие щедрое, как в сказке, лето. В сердце – букет фиалки и ландыша, цветов, достойных Белоснежки или Спящей красавицы. А финальные аккорды кедра и сандала не только позволяют отнести композицию к благородному семейству древесных ароматов, но и придают ей таинственный «лесной» характер.",нажатие на колпачек пульверизатора,Франция
https://goldapple.ru/26142800001-cocaine,COCAINE,19 600,4.8,"Cocaine Franck Boclet — как в тексте популярной поп-рок композиции Эрика Клэптона: ""Если ты хочешь оторваться, ты должен взять его с собой"".Название аромата, по замыслу парфюмера, символизирует, что он полностью захватывает вас. Верхние ноты: розовые ягоды, горький апельсин, табак, карамель. Ноты сердца: орхидея, лилия, тубероза. Базовые ноты: пачули, ваниль, тиаре. Одновременно яркий и цветочно-восточный характер аромата.Осторожно, вызывает привыкание!",N/A,N/A
https://goldapple.ru/26830100002-black-angel,Black Angel,10 470,4.6,"Неожиданная встреча в ночном клубе Нью-Йорка. Женщина, одетая в чёрное платье, но излучающая свет, словно ангел… Аромат Black Angel воплощает её грацию и безупречную красоту. Это гармония противоположностей: легкие и женственные ноты имбиря и жасмина контрастируют с тёмной чувственностью стиракса и амбры.
База аромата – стиракс, амбра и пачули. Композицию открывают искрящиеся ноты имбиря и мандарина, а в сердце аромата проявляется женственность жасмина и корня ириса. Её подчеркивает пряный имбирный оттенок, который делает аромат более загадочным.  

Верхние ноты: мандарин, имбирь
Ноты сердца: жасмин, корень ириса
Базовые ноты: стиракс, пачули, амбра",N/A,N/A
https://goldapple.ru/19000148514-elovye-siski-i-hvoa,еловые шишки и хвоя,450,N/A,"Еловые шишки и хвоя (45 мл) - настоящая находка для тех, кто любит натуральные природные ароматы и запахи леса. Это свежий запах лесного ветра, терпкий аромат густого хвойного массива, наполненного могучими соснами. Дикий, суровый, но одновременно будто бы теплый, очень знакомый и такой привлекательный аромат. Запах хвои зачастую ассоциируется у нас с целебными свойствами вечнозеленых растений. Это поистине терапевтическая композиция, отдающая нотами настоящих хвойных, пересекающаяся с горчинкой апельсиновой цедры и чайного дерева. Запоминающийся аромат еловых шишек непременно понравится всем.Прекрасно подходит для создания уюта в квартире, офисе, салоне, магазине, на даче. Сложилось мнение, что атмосферу уюта создает только хороший стильный ремонт и мебель, но без приятного изысканного аромата ни один человек не будет чувствовать себя комфортно в помещении. Ароматический диффузор VENEW - как визитная карточка вашего дома.Парфюм для дома создаст идеальную для каждого обстановку и подарит прекрасное настроение. Все зависит лишь от выбранного аромата. Элегантный дизайн коробки, классический стеклянный флакон и стильные фибровые палочки черного цвета станут прекрасным дополнением любого интерьера.","Удалите пластиковую заглушку (находится под деревянной крышкой). Поместите палочки во флакон, переверните через пару минут. Крышка и палочки пропитываются ароматом и отдают его в окружающее пространство.Интенсивность аромата зависит от выбранного наименования, количества палочек, температуры и циркуляции воздуха в помещении.Не ставьте флакон в угол, в маленькое закрытое помещение, слишком высоко. Идеально - в центре комнаты на уровне пояса.Рекомендуется переворачивать палочки каждые 5-7 дней (если насыщенности недостаточно, следует переворачивать их как можно чаще и/или добавить еще несколько штук).Аромат раскрывается в течение 12-48 часов.",Россия
https://goldapple.ru/19000021040-eco-chic-noble-sandalwood,ECO CHIC NOBLE SANDALWOOD,3 556,N/A,"Благородный древесный аромат, согревающий своей чувственной теплотой.
Аромат «Благородный сандал» начинается с освежающих нот бергамота и сочного апельсина. В основе композиции – драгоценное сандаловое дерево и лаванда. Восточные ноты шлейфа и ванили звучат в унисон с
древесными тонами пачули и белого мускуса.","Предназначен для ароматизации воздуха в помещениях. Вскрыть флакон с ароматом, вставить палочки, входящие в комплект. Для оптимального распространения аромата регулярно переворачивать палочки. Для регулирования интенсивности аромата допускается уменьшать/увеличивать количество палочек.",Италия
https://goldapple.ru/19000244080-her-secret-absolu,HER SECRET ABSOLU,3 690,4.6,"Случайная встреча. Мимолетное прикосновение. Оно закончилось в одно мгновение, но с силой, которая будет длиться вечно. Вы будете бесконечно искать его заново, воссоздавая момент.Больше, чем соблазнительница, она – женщина-загадка. Её аромат манит за собой, но она остается недостижимой. Женский аромат Her Sercet Absolu от Banderas — воплощение нового парфюмерного, по-настоящему премиального подхода. Настолько интенсивный, что одна капля обеспечивает длительное ощущение абсолютного соблазнения.Сочные фруктовые ноты груши и апельсина будоражат чувства, создавая баланс с чарующей композицией цветочных аккордов в сердце аромата. А насыщенные ноты сандала, ванили и лабданума плавно дополняют элегантное начало мягким древесным звучанием.Аромат Her Secret Absolu приобретает ещё более роскошный и притягательный облик благодаря облачённому в золото флакону - он становятся настоящим объектом желания.","Нанести на кожу, избегая попадания в глаза.",N/A
https://goldapple.ru/83670200008-sense-of-humor,Sense of humor,8 469,2.5,"В состав набора входит парфюмерная вода 20 мл в футляре + рефилл 20 мл.  Зеленый цитрусовый аромат Sense of Humor – это эйфорическое сочетание яркости и экзотики. Игривое и весёлое зелье открывается неожиданными нотами мате и чая Дарджилинг в сочетании с листьями чёрной смородины и кинзы. Аромат переходит в свежую гармонию солнечного цитрона, мандарина и персика, дополненную тёплыми нотами кедра и мускуса. Насыщенная и бодрящая композиция намекает: юмор – это лучшая одежда, которую нужно носить в обществе.Верхние ноты: персик, листья чёрной смородины, мускусНоты сердца: чай Дарджилинг, цитрон, матеБазовые ноты: мандарин, кориандр, кедр",N/A,N/A
https://goldapple.ru/19760324221-lost-cherry,Lost Cherry,21 930,4.1,"Сладость. Соблазн. Неутолимое желание. Lost Cherry — насыщенный аромат, открывающий двери в некогда запретный мир. Его соблазнительная двойственность основана на контрасте игривой, блестящей и гладкой изнанки с сочной мякотью внутри», — Том Форд. Насыщенный и изысканный амбровый аромат Lost Cherry пронизан контрастами. Он переносит нас в место, где невинность пересекается с наслаждением, а сладость встречается с соблазном. Lost Cherry пробуждает неутолимое желание и будоражит фантазию, завершаясь величественным насыщенным шлейфом из чувственных нот перуанского бальзама, обжаренных бобов тонка, сандалового дерева, ветивера и кедра. Основные ноты: Черешня, масло горького миндаля, сироп из вишни «гриот», турецкая роза, перуанский бальзам и обжаренные бобы тонка.",N/A,N/A
https://goldapple.ru/19000182810-my-first-brussels,My first brussels,11 520,N/A,"Диффузор Brussels выпускается в объёме 250 мл. и имеет  черно-золотым шелкографический принт отдавая дань уважения архитектуре Виктора Орта. Сочетание нот сандалового дерева, кипариса и меда перенесет вас в атмосферу семейного дома. Для помещения до 15 кв. м.Время испарения 3-4 месяца.",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Франция
https://goldapple.ru/26142500001-sugar,SUGAR,19 600,4.9,"Sugar Franck Boclet- словно коричневый сахар, вкусный зефир, ноты подслащенные, но при этом немного кисловатые с фруктовой основой и амбровыми аккордами. Гурманский, притягательный. Верхние ноты: бергамот, зефир, черная смородина, мед, кокос. Ноты сердца: груша, жасмин, персик, ваниль, карамель. Базовые ноты: цветы апельсина, фиалка, малина, белый мускус.",N/A,N/A
https://goldapple.ru/19000173783-une-escale-dans-les-calanques,Une escale dans les calanques,2 210,4.3,"Прикоснитесь к искусству жизни на Юге Франции с уникальными композициями из Грасса. Песнь цикад, летний зной и кристально чистая вода в бухте. Парфюмерная вода Une escale dans les calanques приглашает сделать остановку в бухте и забыть обо всем.Солнечная и бодрящая волна цитрусов оставляет после себя ощущение счастья. Йод, напоминающий морские брызги, усиливает звучание композиции. Теплый песок смешивается с древесными нотами и акцент в виде бессмертника.",Распылите на кожу на расстоянии 20-30 см.,Франция
https://goldapple.ru/19000084155-sandalwood-jasmine,"Sandalwood, Jasmine",3 910,N/A,"Свеча Zielinski & Rozen — идеальный способ мгновенно создать атмосферу уюта в любом помещении.Деревянный «поющий» фитиль обеспечивает красивое и равномерное горение, а стеклянный стакан надежно защищает пламя от дальнейшего распространения.Свечи в компактной алюминиевой банке с закручивающейся крышкой станут незаменимым спутником в путешествии: ваш любимый аромат и частичка дома будут следовать за вами повсюду.",Поместите свечу на открытую ровную поверхность и зажгите фитиль. Время непрерывного горения — до 5 часов.,N/A
https://goldapple.ru/19760310033-voluptuous-seduction,Voluptuous Seduction,8 070,3.5,"Роскошный цветочный аромат Voluptuous Seduction – это уникальный и щедрый букет благородных нот. Он собран из тёплого сочетания ройбуша и лилии, богатства розы и шиповника, необычной гармонии трюфелей и древесных базовых нот сандала и кедра, которые усиливают глубокий чарующий шлейф. Лучезарный, эмоциональный, чувственный аромат намекает на утонченное соблазнение, наделяющее властью.Верхние ноты: ройбуш, яблокоНоты сердца: роза, шиповник, лилияБазовые ноты: сандал, кедр",N/A,N/A
https://goldapple.ru/19000013831-homme-intense,HOMME INTENSE,8 520,4.4,"Откройте для себя новую интенсивную туалетную воду KENZO HOMME INTENSE - новый мужской аромат, вдохновленный силой бамбука и безмятежностью морского бриза. Аромат понравится мужчинам, которые отдают предпочтение древесным и акватическим нотам.KENZO HOMME INTENSE - это древесный морской аромат. Бодрящая свежесть розового перца в сочетании с акватическим аккордом уступает место нотам фигового и сандалового дерева. Свежая и чувственная композиция, напоминающая солоноватый аромат кожи, нагретой солнцем.Новый флакон KENZO HOMME интенсивно-синего цвета – это ода поэзии. Его форма отражает прочность и гибкость бамбука. Дизайн крышки позволяет снизить использование пластика на 34%. Флакон на 10% сделан из переработанного стекла.",N/A,N/A
https://goldapple.ru/26301300005-white-essentials-white-velvet,WHITE ESSENTIALS WHITE VELVET,15 470,5.0,"Постижение тайн в древней библиотеке.
Величественный старинный шкаф хранит тайны. Одно движение и он распахивает перед вами секретную дверь. Вы отправляетесь B древнюю библиотеку, наполненную увлекательными томами. Вы касаетесь пальцами переплета книги драгоценных камнях Италии и чувствуете смесь ароматов бергамота, апельсина и лимона Амальфи. Вы усаживаетесь на уютную кожаную кушетку с любимыми книгами, вас окутывают ноты дерева Агар, и Вирджинского кедра. Это аромат смешения традиций древних культур и вечной красоты.",N/A,N/A
https://goldapple.ru/19000118589-mediterraneo,MEDITERRANEO,3 496,N/A,"Chiara Firenze посвящает свои ароматы в особый регион: Тоскана. история совершенства, страсти и связи с территорией, а также диалога между знаниями и далекими культурами. парфюмерное искусство и выбор ценных эфирных масел, таким образом, встречает мастеров флорентийских ремесленных мастерских, чтобы возродить магию этой особой земли в ваших комнатах.
Этот аромат получил свое название в честь побережья Средиземного моря , и потрясающих его пейзажей. Это ароматное  путешествие по культуре древних традиций с нотами леса и смол средиземноморских деревьев в сочетании со свежими и живыми оттенками цитрусовых.",N/A,N/A
https://goldapple.ru/19760343531-toy-2-bubble-gum,TOY 2 BUBBLE GUM,5 250,4.7,"Туалетная вода TOY 2 BUBBLE GUM от MOSCHINO – это жизнерадостный и позитивный аромат для тех, кто хочет видеть жизнь в розовом цвете! Великолепную и многогранную розу окутывают игривые и насыщенные ноты жевательной резинки, одновременно сладкие и пряные. Вдохновляющую и бодрящую композицию, которая заставляет забыть о негативных эмоциях, дополняют засахаренные цитрусы в сочетании с сочным персиком и черной смородиной. Имбирь и корица придают аромату лёгкую остроту, а древесные ноты и нежный мускус делают его элегантным. Культовый флакон в виде плюшевого мишки стал розовым, и теперь TOY 2 раскрывает свои нежные объятия для всех, кто знает: розовый никогда не выйдет из моды!",N/A,N/A
https://goldapple.ru/19000076144-no4-oud-imperiale,№4 Oud Imperiale,8 560,N/A,"Богатый, насыщенный, смолистый, древесно-фужерный аромат. В основе композиции играет бальзамический Камбоджийский Уд. Нота Черной сливы придает пряность и тягучесть, а база из восточного ладана, кожи и амбры подчеркивает характер и стилистику восточного шедевра от ATMOS Moscow.","Снимите всю упаковку. расположите свечу на ровной и устойчивой поверхности. Перед зажиганием, убедитесь, что длина фитиля не превышает 0,5см. время каждого горения свечи должно быть достаточным, чтобы вся поверхность воска успела равномерно расплавиться, чтобы предотвратить образование кратеров.",Россия
https://goldapple.ru/19000128425-pink-pepper,Pink Pepper,2 936,4.8,"Празднуйте каждый день своей жизни вместе с восхитительным ароматом Pink Pepper!Сладкие пряные обертона орхидеи мягко сливаются с нотами черной бузины, изысканного абрикоса и сухого шампанского.Пряно-ванильный аромат черного дерева добавляет парфюму глубины и многогранности, а махагони в сочетании со взбитыми сливками — сладковато-терпкий акцент.Когда кажется, что ничем удивить уже нельзя - в финальном аккорде звучат ноты древесного, сладковато-пряного сандала. Сливаясь воедино, парфюмерные оттенки позволяют воплотить образ целого мира в одном флаконе.","Рекомендуем наносить небольшое количество парфюмерной жидкости на «теплые» точки тела. Это так называемые точки пульса, в которых кровяные сосуды находятся близко к коже и из-за этого температура этих участков немного выше. «Теплые» точки способствует более долгому звучанию аромата и его более глубокому раскрытию. К таким местам относятся запястья, шея (в особенности ее задняя часть), кожа за ушами, локтевой изгиб и подколенная ямка. Парфюмеры рекомендуют наносить ароматы также на волосы: пару капель на расческу и далее легкими движениями распределить их по всей длине. Именно волосы способны хранить запахи дольше всего. Для любителей тонкого легкого звучания аромата рекомендуем распылить небольшое количество парфюма перед собой и плавно войти в ароматное облако. Духи стоит наносить вечером, ведь они имеют яркое и насыщенное звучание, в то время как парфюмерная вода больше подходит для светлого времени суток. А туалетная вода — отличное решение для активных будних дней, ведь ее аромат звучит легко и ненавязчиво и его можно обновлять каждые 2-3 часа. Не применять вблизи огня. Только для наружного использования.",Беларусь
https://goldapple.ru/19000009187-porcelain-gelati-candle-sonia,Porcelain gelati candle Sonia,2 600,N/A,"Этот аромат настоящий рок-н-ролл! Смелый и с характером. Начинается с уверенных аккордов мускуса и сексуальных ноток кожи, табака и черного перца. Душистый черный чай, амбра и сандал делают этот аромат любимым мужчинам и женщинам.","Мы рекомендуем жечь наши ароматические свечи максимум 3-4 часа за раз. Важно, дайте расплавленному воску достичь краев сосуда, чтобы предотвратить скопление нерасплавленного воска по краям и избежать образования лунки вокруг фитиля. Никогда не оставляйте зажженную свечу без присмотра или в пределах досягаемости потоков воздуха, домашних животных или маленьких детей. Не задувайте свечу - используйте специальные тушители или накройте свечу крышкой. Сосуд будет горячим после жжения свечи, позвольте воску полностью остыть. Перед использованием необходимо обрезать фитиль до 0.6 см - это тоже поможет избежать примешивания неприятных запахов. Не жгите свечу, если до дна остается меньше 1 см.",Россия
https://goldapple.ru/19760342423-un-air-de-bretagne,un air de bretagne,20 000,5.0,"Очарованная нетронутым побережьем Бретани, парфюмер Жюльетт Карагезоглу воплотила во флаконе L’Artisan Parfumeur Un Air de Bretagne соленый морской воздух, украшенный ноткой йода.
Аромат изящно открывается морским аккордом, напоминающим о брызгах прибоя. Бурная натура аромата уравновешивается игрой абсолю морских водорослей и кипариса, добавляющих зеленую нотку, напоминающую Бретань.
Так же как шторм постепенно становится успокаивающим шепотом, аромат сменяет интенсивность на захватывающую, обволакивающую кожу мягкость.
Верхние ноты: масло нероли, листья кедра
Ноты сердца: водоросли, морская вода
Базовые ноты: кипарис, серая амбра",N/A,N/A
https://goldapple.ru/19760303655-baccarat-rouge-540,BACCARAT ROUGE 540,19 500,4.5,"Парфюмерная вода Baccarat Rouge 540 родилась благодаря сотрудничеству между Maison Francis Kurkdjian и  Baccarat в честь празднования 250-й годовщины производителя хрусталя. Древесный аккорд создает поэтическую алхимию, яркую ольфакторную композицию. Воздушные ноты жасмина и сияющий шафран дополняют минеральные ноты амбры и древесные оттенки свежесрезанного кедра. Выразительная и элегантная, парфюмерная вода Baccarat Rouge 540 словно окутывает кожу амбровым древесно-цветочным шепотом.","Нанести аромат на запястья, шею и точки пульса.",N/A
https://goldapple.ru/19000045159-blue-matcha,Blue Matcha,14 025,5.0,"Богатый и светлый, напоминающий о путешествии в самое сердце Индонезии. Откройте для себя новую летнюю страсть. Кедр, кожа, листья табака и очаровательные нотки Мате в сочетании с листьями пачули создают плавность и гармонию вокруг этого удивительного ингредиента: голубого мате",N/A,N/A
https://goldapple.ru/19760343531-toy-2-bubble-gum,TOY 2 BUBBLE GUM,5 250,4.7,"Туалетная вода TOY 2 BUBBLE GUM от MOSCHINO – это жизнерадостный и позитивный аромат для тех, кто хочет видеть жизнь в розовом цвете! Великолепную и многогранную розу окутывают игривые и насыщенные ноты жевательной резинки, одновременно сладкие и пряные. Вдохновляющую и бодрящую композицию, которая заставляет забыть о негативных эмоциях, дополняют засахаренные цитрусы в сочетании с сочным персиком и черной смородиной. Имбирь и корица придают аромату лёгкую остроту, а древесные ноты и нежный мускус делают его элегантным. Культовый флакон в виде плюшевого мишки стал розовым, и теперь TOY 2 раскрывает свои нежные объятия для всех, кто знает: розовый никогда не выйдет из моды!",N/A,N/A
